source:test_barley/clusters_cds_t3	Alexis.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	AmagiNijo.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Beiqing5.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Esterel.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Franka.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Himala2.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Hs_ECI-2-0.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Hs_Turkey-19-24.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Hs_XZ2.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Morex_MIPS_cDNAs.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Padanggamu.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	SBCC073_fLF.Trinity.fna.gz_l50_E1e-05.diamond.cds.fna.gz.nucl	Scarlett_fLF.Trinity.fna.gz_l50_E1e-05.diamond.cds.fna.gz.nucl	TX9425.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Yiwuerleng.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	
120377_TR29310-c0_g1_i2.fna	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	
120700_TR32641-c0_g1_i1.fna	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	
120719_TR11171-c0_g1_i1.fna	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	
121071_TR16200-c0_g1_i1.fna	0	0	0	1	1	0	1	1	0	0	0	1	0	1	1	
121100_TR35714-c0_g1_i1.fna	0	0	0	1	2	0	0	1	0	1	0	2	0	1	1	
121192_TR3055-c1_g2_i1.fna	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	
121224_TR19452-c1_g1_i1.fna	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	
121336_TR30545-c0_g1_i1.fna	0	0	0	2	2	0	2	2	2	0	1	1	2	0	0	
121421_TR19999-c0_g2_i1.fna	0	0	0	2	0	0	0	1	1	0	0	1	0	0	0	
121826_TR6441-c0_g1_i1.fna	0	0	0	4	4	0	0	0	1	2	1	1	1	0	0	
121941_TR4822-c0_g1_i1.fna	0	0	0	1	0	0	0	1	0	1	2	0	1	0	0	
122236_TR17362-c0_g1_i1.fna	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	
122276_TR35331-c0_g1_i1.fna	0	0	0	2	1	0	0	0	0	1	1	1	1	0	0	
122350_TR12743-c0_g1_i1.fna	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	
122400_TR15491-c0_g1_i1.fna	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	
122405_TR22359-c0_g1_i1.fna	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	
122450_TR15714-c2_g2_i6.fna	0	0	0	1	1	1	1	2	2	0	0	0	0	0	0	
122467_TR22540-c0_g1_i1.fna	0	0	0	4	0	0	0	0	1	2	1	1	3	0	0	
122487_TR32716-c0_g1_i1.fna	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	
122513_TR13593-c0_g1_i1.fna	0	0	0	1	1	1	0	1	1	2	2	1	2	0	1	
122548_TR34664-c0_g1_i1.fna	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	
122608_TR30450-c0_g1_i1.fna	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	
122625_TR9904-c0_g1_i1.fna	0	0	0	2	2	1	1	0	0	0	0	0	0	2	0	
122671_TR8327-c0_g1_i1.fna	0	0	0	1	1	0	0	0	0	0	0	0	2	0	1	
122731_TR10026-c0_g1_i1.fna	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	
122816_TR29282-c0_g1_i1.fna	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	
123018_TR2958-c0_g1_i1.fna	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	
123069_TR28499-c0_g1_i1.fna	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	
123090_TR33800-c0_g1_i1.fna	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	
123190_TR18515-c1_g4_i9.fna	0	0	0	1	2	0	0	1	0	2	0	2	0	0	0	
123201_TR29249-c0_g1_i1.fna	0	0	0	1	1	1	0	0	0	2	0	1	1	1	1	
123215_TR3735-c2_g1_i1.fna	0	0	0	1	0	2	0	1	1	0	0	3	0	1	0	
123307_TR18268-c0_g1_i1.fna	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	
123334_TR27126-c0_g1_i1.fna	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	
123355_TR5377-c0_g1_i1.fna	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	
123382_TR17596-c0_g1_i1.fna	0	0	0	2	4	2	0	1	1	1	1	2	1	0	0	
123510_TR13808-c0_g1_i1.fna	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	
123520_TR19173-c0_g2_i1.fna	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	
123542_TR33277-c0_g1_i1.fna	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	
123641_TR19452-c2_g1_i1.fna	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	
123693_TR12947-c0_g2_i1.fna	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	
123804_TR33692-c2_g2_i1.fna	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	
123832_TR15599-c0_g1_i1.fna	0	0	0	1	0	0	0	1	0	3	0	1	1	0	0	
123857_TR26601-c0_g1_i1.fna	0	0	0	1	1	1	2	1	1	2	1	0	0	1	0	
123899_TR11857-c1_g1_i3.fna	0	0	0	1	0	0	0	2	2	2	0	2	0	0	0	
124154_TR4299-c0_g1_i1.fna	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	
124157_TR7793-c0_g1_i1.fna	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	
124161_TR9971-c0_g2_i1.fna	0	0	0	1	1	0	1	1	1	1	0	0	1	1	0	
124209_TR2877-c0_g1_i1.fna	0	0	0	1	1	0	0	1	0	1	1	1	0	1	1	
124250_TR24990-c0_g1_i1.fna	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	
124276_TR4052-c0_g2_i1.fna	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	
124373_TR27037-c1_g1_i1.fna	0	0	0	2	1	0	0	0	1	0	1	0	1	0	0	
124434_TR16975-c2_g4_i11.fna	0	0	0	1	0	1	1	0	0	1	0	2	1	0	0	
124450_TR22525-c0_g1_i1.fna	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	
124463_TR28654-c0_g1_i1.fna	0	0	0	2	2	0	0	0	0	1	0	0	2	0	0	
124529_TR25885-c0_g1_i1.fna	0	0	0	2	0	0	0	0	0	1	0	2	2	0	0	
124604_TR24290-c0_g1_i2.fna	0	0	0	1	1	0	1	0	1	1	0	0	0	0	1	
124639_TR8559-c0_g1_i1.fna	0	0	0	3	0	0	0	2	1	1	0	0	3	0	0	
124712_TR9966-c1_g1_i1.fna	0	0	0	1	1	0	1	1	0	0	0	1	1	0	0	
124790_TR14146-c0_g1_i1.fna	0	0	0	2	1	0	0	0	1	2	0	0	0	0	0	
124809_TR24433-c0_g1_i1.fna	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	
124883_TR32299-c0_g1_i1.fna	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	
124953_TR29104-c0_g1_i1.fna	0	0	0	1	1	1	1	1	2	5	1	0	1	0	2	
125028_TR26144-c1_g1_i1.fna	0	0	0	1	1	0	1	1	0	0	1	0	1	0	0	
125035_TR30988-c0_g1_i1.fna	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	
125040_TR32028-c0_g1_i1.fna	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	
125046_TR34447-c0_g1_i1.fna	0	0	0	1	1	1	2	0	0	6	1	1	1	0	0	
125093_TR17935-c0_g1_i1.fna	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	
125156_TR3765-c1_g1_i1.fna	0	0	0	1	0	1	0	1	0	0	1	1	0	0	0	
125216_TR21982-c2_g1_i7.fna	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	
125223_TR24614-c0_g2_i1.fna	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	
125235_TR29705-c0_g1_i1.fna	0	0	0	1	2	1	0	1	1	3	1	0	0	0	1	
125263_TR7241-c0_g1_i1.fna	0	0	0	1	1	0	1	2	1	1	1	0	0	1	1	
125319_TR31354-c0_g1_i1.fna	0	0	0	1	0	0	1	1	1	0	0	2	1	0	1	
125328_TR34607-c0_g1_i1.fna	0	0	0	1	1	0	1	0	1	0	0	1	1	0	0	
125339_TR2118-c0_g1_i1.fna	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	
125340_TR2124-c0_g1_i1.fna	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	
125417_TR2495-c0_g1_i1.fna	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	
125422_TR4886-c0_g1_i1.fna	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	
125467_TR22937-c0_g1_i1.fna	0	0	0	1	0	1	0	1	0	0	1	1	1	1	1	
125481_TR28651-c1_g1_i1.fna	0	0	0	1	0	0	0	1	1	0	0	1	1	1	0	
125482_TR28992-c0_g1_i1.fna	0	0	0	1	1	1	0	1	0	1	0	0	1	0	0	
125612_TR19345-c0_g1_i1.fna	0	0	0	1	0	0	1	1	0	1	0	0	2	0	0	
125627_TR27034-c0_g1_i1.fna	0	0	0	1	0	2	1	0	1	5	1	1	1	1	0	
125638_TR30836-c0_g1_i1.fna	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	
125643_TR34448-c0_g1_i1.fna	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	
125681_TR16724-c0_g1_i1.fna	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	
125682_TR17269-c0_g1_i1.fna	0	0	0	1	1	1	2	0	2	1	3	2	0	1	0	
125693_TR22396-c0_g2_i1.fna	0	0	0	1	0	0	0	0	0	2	1	0	1	1	1	
125739_TR15008-c0_g1_i3.fna	0	0	0	1	0	0	1	1	1	1	0	1	0	0	0	
125761_TR22812-c0_g1_i1.fna	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	
125802_TR4908-c0_g1_i1.fna	0	0	0	1	2	0	1	0	0	1	0	0	0	0	0	
125818_TR12323-c0_g2_i3.fna	0	0	0	1	1	0	1	0	1	1	0	2	1	0	1	
125905_TR13647-c0_g1_i1.fna	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	
125914_TR17700-c0_g1_i1.fna	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	
125919_TR18597-c0_g1_i1.fna	0	0	0	1	1	1	1	1	1	1	0	0	1	0	1	
125939_TR30461-c1_g1_i1.fna	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	
125972_TR7959-c0_g1_i1.fna	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	
125982_TR13889-c0_g1_i1.fna	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	
126051_TR4080-c0_g1_i1.fna	0	0	0	1	1	0	1	0	0	0	0	0	2	1	1	
126052_TR4419-c0_g1_i1.fna	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	
126103_TR25357-c0_g1_i1.fna	0	0	0	1	1	0	1	1	0	1	0	0	0	1	0	
126155_TR9633-c0_g1_i1.fna	0	0	0	1	0	0	0	0	0	1	0	2	2	0	0	
126244_TR3119-c0_g1_i1.fna	0	0	0	1	1	2	0	1	0	0	1	1	1	1	1	
126258_TR10447-c1_g10_i3.fna	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	
126285_TR20436-c0_g1_i1.fna	0	0	0	1	0	0	1	0	2	2	0	0	0	0	0	
126297_TR25371-c0_g1_i1.fna	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	
126413_TR4735-c0_g1_i1.fna	0	0	0	1	0	0	1	1	0	1	0	1	1	0	0	
126477_TR28735-c0_g1_i1.fna	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	
126586_TR34858-c0_g1_i1.fna	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0	
126589_TR35332-c0_g1_i1.fna	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	
126604_TR7011-c0_g1_i1.fna	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	
126628_TR15742-c0_g1_i1.fna	0	0	0	1	0	1	1	1	0	0	0	1	1	1	0	
126701_TR6677-c0_g4_i1.fna	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	
126728_TR20364-c2_g3_i5.fna	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	
126789_TR8098-c0_g1_i1.fna	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	
126812_TR17475-c0_g1_i1.fna	0	0	0	1	0	0	0	1	1	3	0	0	0	0	0	
126829_TR23041-c0_g1_i1.fna	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	
126849_TR32389-c0_g1_i1.fna	0	0	0	1	0	0	1	0	0	0	1	1	1	0	0	
126857_TR34977-c0_g1_i1.fna	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	
126880_TR8288-c0_g1_i1.fna	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	
126881_TR9005-c0_g2_i1.fna	0	0	0	1	0	0	1	0	1	1	1	1	1	1	1	
126886_TR10757-c0_g1_i1.fna	0	0	0	1	1	0	0	1	0	2	0	0	0	0	0	
126908_TR19380-c0_g1_i1.fna	0	0	0	1	1	0	0	1	0	0	0	1	1	0	0	
126930_TR29317-c0_g1_i1.fna	0	0	0	2	2	0	0	1	0	0	0	0	0	1	0	
126979_TR16512-c0_g1_i1.fna	0	0	0	2	0	0	1	1	1	0	0	1	0	0	0	
127026_TR30434-c0_g3_i2.fna	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	
127042_TR1550-c0_g1_i1.fna	0	0	0	1	0	0	1	0	1	0	1	0	1	1	0	
127046_TR2085-c0_g1_i1.fna	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	
127051_TR3091-c0_g1_i1.fna	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	
127083_TR14772-c0_g2_i1.fna	0	0	0	1	0	0	0	0	1	0	0	1	0	1	1	
127119_TR27799-c0_g1_i4.fna	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	
127152_TR3533-c0_g1_i1.fna	0	0	0	2	2	0	0	1	1	3	1	0	4	0	0	
127163_TR6447-c0_g1_i1.fna	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	
127218_TR24057-c0_g1_i1.fna	0	0	0	2	1	0	1	2	1	0	2	1	1	1	1	
127261_TR4490-c0_g1_i1.fna	0	0	0	1	1	0	1	0	0	1	0	0	0	1	1	
127263_TR4633-c4_g1_i1.fna	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	
127283_TR10706-c0_g2_i1.fna	0	0	0	1	0	0	0	1	0	0	1	1	1	0	0	
127347_TR29867-c0_g1_i1.fna	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	
127367_TR20370-c2_g1_i1.fna	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	
127379_TR2151-c0_g1_i1.fna	0	0	0	1	0	1	1	1	2	0	0	1	0	0	0	
127415_TR18744-c0_g1_i1.fna	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	
127439_TR27309-c0_g1_i1.fna	0	0	0	1	0	0	0	0	0	3	0	1	0	0	0	
127451_TR29861-c0_g1_i1.fna	0	0	0	1	1	2	2	2	0	0	0	2	1	1	1	
127492_TR8836-c1_g1_i1.fna	0	0	0	1	0	1	0	0	0	0	1	0	1	1	0	
127505_TR13650-c0_g1_i1.fna	0	0	0	1	1	1	1	1	2	0	0	1	1	1	1	
127534_TR23123-c0_g1_i1.fna	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	
127556_TR29011-c0_g1_i1.fna	0	0	0	1	1	0	1	0	1	1	0	1	1	0	0	
127560_TR32535-c0_g1_i1.fna	0	0	0	1	1	1	1	1	0	0	0	1	1	2	1	
127583_TR3517-c0_g1_i1.fna	0	0	0	1	1	0	0	0	1	0	1	0	0	1	0	
127585_TR3933-c0_g1_i1.fna	0	0	0	1	0	0	2	0	1	3	0	1	1	0	0	
127631_TR19753-c0_g1_i1.fna	0	0	0	1	0	0	0	1	0	2	1	0	1	0	0	
127645_TR24096-c0_g1_i1.fna	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	
127666_TR30065-c0_g2_i1.fna	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	
127686_TR35201-c0_g2_i1.fna	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	
127737_TR12242-c0_g1_i1.fna	0	0	0	1	0	0	1	1	0	0	1	3	1	0	0	
127768_TR23765-c1_g1_i1.fna	0	0	0	1	0	0	1	1	0	1	0	1	0	0	1	
127799_TR35272-c0_g1_i1.fna	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	
127814_TR6310-c2_g1_i1.fna	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	
127817_TR7324-c0_g1_i1.fna	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	
127872_TR27385-c0_g1_i1.fna	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	
127887_TR31899-c0_g1_i1.fna	0	0	0	1	0	0	1	1	2	0	1	0	1	0	0	
127891_TR32039-c0_g1_i1.fna	0	0	0	1	0	1	1	0	1	1	0	1	1	0	0	
127895_TR34334-c0_g1_i1.fna	0	0	0	1	0	0	0	1	1	2	1	0	1	0	0	
127896_TR35075-c0_g1_i1.fna	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	
127950_TR19045-c0_g1_i1.fna	0	0	0	1	1	0	0	1	0	2	0	1	0	0	0	
127952_TR19209-c0_g1_i1.fna	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	
127983_TR30342-c0_g1_i1.fna	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	
127984_TR30685-c1_g1_i1.fna	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	
128042_TR17189-c0_g1_i1.fna	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	
128091_TR29829-c0_g1_i1.fna	0	0	0	1	0	0	2	1	0	0	0	1	0	1	0	
128121_TR2966-c0_g1_i1.fna	0	0	0	1	0	0	1	0	1	1	0	1	1	0	0	
128136_TR6675-c0_g1_i1.fna	0	0	0	1	1	0	1	0	1	0	0	1	0	0	1	
128142_TR11104-c0_g1_i1.fna	0	0	0	1	1	0	0	1	0	0	0	1	1	0	0	
128145_TR11490-c0_g1_i6.fna	0	0	0	1	0	1	1	0	0	1	1	0	0	0	1	
128173_TR18513-c0_g1_i1.fna	0	0	0	1	0	1	0	1	0	0	1	1	0	1	1	
128179_TR20218-c1_g1_i1.fna	0	0	0	1	1	0	1	1	1	1	0	0	0	1	0	
128191_TR22343-c0_g1_i1.fna	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	
128208_TR28204-c0_g1_i1.fna	0	0	0	1	0	0	1	1	1	0	0	1	1	1	0	
128223_TR31148-c0_g1_i1.fna	0	0	0	1	1	0	0	0	0	2	0	1	1	0	0	
128233_TR35227-c0_g3_i1.fna	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	
128239_TR567-c0_g1_i1.fna	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	
128265_TR10563-c0_g1_i1.fna	0	0	0	1	1	0	0	1	1	0	0	1	1	0	0	
128283_TR19221-c0_g1_i1.fna	0	0	0	2	0	0	1	1	1	1	0	3	2	0	0	
128311_TR28816-c0_g3_i1.fna	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0	
128325_TR32061-c0_g1_i1.fna	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	
128363_TR5694-c0_g1_i1.fna	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	
128371_TR8711-c0_g2_i1.fna	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	
128385_TR12405-c0_g1_i1.fna	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	
128403_TR19962-c0_g1_i1.fna	0	0	0	1	0	0	1	1	0	3	1	0	0	1	1	
128428_TR28309-c0_g1_i1.fna	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	
128469_TR6738-c1_g1_i1.fna	0	0	0	1	2	4	0	0	0	0	0	2	0	0	0	
128470_TR6860-c0_g1_i1.fna	0	0	0	1	0	1	0	1	1	0	1	0	0	0	0	
128501_TR18123-c1_g1_i1.fna	0	0	0	1	1	0	1	1	0	1	0	0	1	0	0	
128518_TR24168-c0_g1_i1.fna	0	0	0	1	1	0	0	1	0	1	0	1	0	0	0	
128567_TR7741-c0_g2_i1.fna	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	
128593_TR19500-c0_g1_i1.fna	0	0	0	2	0	2	0	1	0	0	0	1	1	1	1	
128610_TR24444-c1_g5_i11.fna	0	0	0	1	0	0	0	1	0	1	0	0	0	2	0	
128614_TR24886-c0_g1_i1.fna	0	0	0	2	0	0	0	3	0	3	0	1	2	0	0	
128621_TR27502-c0_g1_i1.fna	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	
128628_TR29518-c0_g1_i1.fna	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	
128664_TR1523-c0_g3_i1.fna	0	0	0	1	1	0	0	0	1	1	1	1	1	0	0	
128667_TR1893-c0_g1_i1.fna	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	
128689_TR8818-c0_g1_i1.fna	0	0	0	1	1	1	1	1	1	1	0	1	1	2	1	
128721_TR17431-c0_g1_i1.fna	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	
128729_TR20074-c0_g2_i1.fna	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	
128753_TR24863-c0_g1_i1.fna	0	0	0	1	0	1	1	1	0	0	0	1	0	1	0	
128766_TR29487-c0_g1_i1.fna	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	
128779_TR32638-c0_g1_i1.fna	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	
128801_TR4699-c0_g1_i1.fna	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	
128802_TR5185-c0_g1_i3.fna	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	
128811_TR6964-c0_g1_i1.fna	0	0	0	1	1	0	0	0	0	1	1	0	1	0	0	
128812_TR7041-c1_g1_i1.fna	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	
128819_TR9285-c0_g1_i1.fna	0	0	0	1	1	0	0	0	0	0	1	0	1	1	1	
128820_TR10030-c0_g1_i1.fna	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	
128823_TR11224-c0_g3_i1.fna	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	
128825_TR11846-c0_g1_i1.fna	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	
128844_TR15447-c0_g1_i1.fna	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	
128862_TR21733-c0_g1_i3.fna	0	0	0	1	0	0	1	0	1	1	1	1	0	1	1	
128871_TR24964-c0_g1_i1.fna	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	
128885_TR28757-c1_g1_i4.fna	0	0	0	1	1	0	1	0	0	0	0	1	0	1	1	
128886_TR28757-c1_g1_i5.fna	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	
128905_TR34744-c0_g1_i1.fna	0	0	0	1	0	0	0	2	0	0	0	1	1	0	1	
128921_TR3440-c0_g2_i1.fna	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	
128939_TR7437-c0_g2_i1.fna	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	
128947_TR9373-c1_g1_i1.fna	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	
128970_TR17928-c0_g1_i1.fna	0	0	0	1	0	0	1	1	1	1	0	1	1	1	0	
128981_TR20713-c0_g1_i1.fna	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	
129006_TR28214-c0_g1_i1.fna	0	0	0	1	0	0	1	1	1	0	0	1	0	0	1	
129039_TR1475-c0_g1_i1.fna	0	0	0	1	0	1	1	1	0	0	1	0	0	0	1	
129045_TR4004-c0_g1_i1.fna	0	0	0	1	0	0	0	1	0	0	1	0	0	1	1	
129080_TR14076-c0_g1_i1.fna	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	
129091_TR16777-c0_g1_i1.fna	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	
129114_TR21064-c1_g1_i1.fna	0	0	0	1	0	1	1	1	0	0	0	1	0	1	0	
129120_TR23075-c0_g1_i1.fna	0	0	0	1	0	0	1	0	0	2	1	1	1	0	0	
129144_TR28668-c0_g1_i1.fna	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	
129155_TR31811-c0_g1_i1.fna	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	
129188_TR6655-c0_g1_i1.fna	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	
129197_TR8687-c0_g2_i1.fna	0	0	0	1	0	1	1	1	0	0	0	0	1	0	0	
129249_TR23052-c0_g1_i1.fna	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	
129260_TR25939-c0_g2_i1.fna	0	0	0	1	0	0	0	0	2	0	1	2	2	1	1	
129262_TR25968-c1_g1_i1.fna	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	
129297_TR2979-c0_g1_i1.fna	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	
129301_TR4370-c1_g1_i1.fna	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	
129306_TR6148-c0_g1_i1.fna	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	
129312_TR7834-c0_g1_i1.fna	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	
129332_TR13240-c0_g2_i1.fna	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	
129375_TR28115-c0_g1_i1.fna	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	
129385_TR30639-c0_g1_i12.fna	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	
129398_TR33527-c1_g2_i1.fna	0	0	0	1	1	0	1	0	0	0	0	1	0	0	1	
129401_TR33746-c0_g1_i1.fna	0	0	0	1	0	0	0	1	0	5	0	0	1	0	0	
129406_TR35800-c0_g1_i1.fna	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	
129418_TR4236-c2_g2_i3.fna	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	
129448_TR11634-c0_g1_i1.fna	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	
129471_TR19172-c0_g1_i1.fna	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	
129480_TR20402-c0_g1_i1.fna	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	
129492_TR24870-c0_g1_i1.fna	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	
129496_TR26371-c0_g1_i1.fna	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	
129504_TR28832-c0_g1_i1.fna	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	
129505_TR29210-c0_g2_i1.fna	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	
