# /home/contrera/soft/github/get_homologues//pfam_enrich.pl -d cds_est_homologues -c clusters_cds -x clusters_cds_t3/SBCC073_pangenes_list.txt -n 1 -s 0 -e 1 -t greater -p 1.00 -r SBCC073 -f SBCC073_accessory.fna

# parsing clusters...
# 39538 sequences extracted from 112499 clusters

# total experiment sequence ids = 6304
# total control    sequence ids = 39538

# parse_Pfam_freqs: set1 = 813 Pfams set2 = 3863 Pfams


# created FASTA file: SBCC073_accessory.fna

# sequences=6304 mean length=400.3 , seqs/cluster=1.14

# fisher exact test type: 'greater'
# multi-testing p-value adjustment: fdr
# adjusted p-value threshold: 1

# total annotated domains: experiment=1898 control=19558

#PfamID	counts(exp)	counts(ctr)	freq(exp)	freq(ctr)	p-value	p-value(adj)	description
PF10373	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Est1 DNA/RNA binding domain
PF10374	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Telomerase activating protein Est1
PF10377	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Autophagy-related protein 11
PF10394	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Histone acetyl transferase HAT1 N-terminus
PF10396	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	GTP-binding protein TrmE N-terminus
PF10403	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Rad4 beta-hairpin domain 1
PF10404	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Rad4 beta-hairpin domain 2
PF10405	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Rad4 beta-hairpin domain 3
PF10406	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Transcription factor TFIID complex subunit 8 C-term
PF10408	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Ubiquitin elongating factor core
PF10409	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	C2 domain of PTEN tumour-suppressor protein
PF10415	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Fumarase C C-terminus
PF10417	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	C-terminal domain of 1-Cys peroxiredoxin
PF10419	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	TFIIIC subunit triple barrel domain
PF10431	0	11	0.000e+00	5.624e-04	1.000e+00	1.000e+00	C-terminal, D2-small domain, of ClpB protein
PF10433	0	5	0.000e+00	2.556e-04	1.000e+00	1.000e+00	Mono-functional DNA-alkylating methyl methanesulfonate N-term
PF10436	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Mitochondrial branched-chain alpha-ketoacid dehydrogenase kinase
PF10440	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Ubiquitin-binding WIYLD domain
PF10441	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Urb2/Npa2 family
PF10447	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Exosome component EXOSC1/CSL4
PF10453	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Nuclear fragile X mental retardation-interacting protein 1 (NUFIP1)
PF10458	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Valyl tRNA synthetase tRNA binding arm
PF10469	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	AKAP7 2'5' RNA ligase-like domain
PF10474	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Protein of unknown function C-terminus (DUF2451)
PF10475	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Vacuolar-sorting protein 54, of GARP complex
PF10483	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Elongator subunit Iki1
PF10494	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Serine-threonine protein kinase 19
PF10496	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	SNARE-complex protein Syntaxin-18 N-terminus
PF10502	0	10	0.000e+00	5.113e-04	1.000e+00	1.000e+00	Signal peptidase, peptidase S26
PF10508	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Proteasome non-ATPase 26S subunit
PF10509	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Galactokinase galactose-binding signature
PF10510	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Phosphatidylinositol-glycan biosynthesis class S protein
PF10513	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Enhancer of polycomb-like
PF10520	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	B domain of TMEM189, localisation domain
PF10531	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	SLBB domain
PF10533	0	5	0.000e+00	2.556e-04	1.000e+00	1.000e+00	Plant zinc cluster domain
PF10537	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	ATP-utilising chromatin assembly and remodelling N-terminal
PF10539	0	8	0.000e+00	4.090e-04	1.000e+00	1.000e+00	Development and cell death domain
PF10557	0	6	0.000e+00	3.068e-04	1.000e+00	1.000e+00	Cullin protein neddylation domain
PF10559	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Plug domain of Sec61p
PF10585	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Ubiquitin-activating enzyme active site
PF10587	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Eukaryotic elongation factor 1 beta central acidic region
PF10588	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	NADH-ubiquinone oxidoreductase-G iron-sulfur binding region
PF10589	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	NADH-ubiquinone oxidoreductase-F iron-sulfur binding region
PF10590	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Pyridoxine 5'-phosphate oxidase C-terminal dimerisation region
PF10591	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Secreted protein acidic and rich in cysteine Ca binding region
PF10596	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	U6-snRNA interacting domain of PrP8
PF10597	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	U5-snRNA binding site 2 of PrP8
PF10598	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	RNA recognition motif of the spliceosomal PrP8
PF10601	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	LITAF-like zinc ribbon domain
PF10602	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	26S proteasome subunit RPN7
PF10604	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Polyketide cyclase / dehydrase and lipid transport
PF10609	0	5	0.000e+00	2.556e-04	1.000e+00	1.000e+00	NUBPL iron-transfer P-loop NTPase
PF10615	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Protein of unknown function (DUF2470)
PF10644	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Misato Segment II tubulin-like domain
PF10650	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Putative zinc-finger domain
PF10664	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Cyanobacterial and plastid NDH-1 subunit M
PF10672	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	S-adenosylmethionine-dependent methyltransferase
PF10674	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Protein of unknown function (DUF2488)
PF10693	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Protein of unknown function (DUF2499)
PF10705	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Chloroplast protein precursor Ycf15 putative
PF10716	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	NADH dehydrogenase transmembrane subunit
PF10996	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Beta-Casp domain
PF10998	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Protein of unknown function (DUF2838)
PF11069	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Cilia- and flagella-associated protein 298
PF11145	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Protein of unknown function (DUF2921)
PF11152	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Cofactor assembly of complex C subunit B, CCB2/CCB4
PF11204	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Protein of unknown function (DUF2985)
PF11221	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Subunit 21 of Mediator complex
PF11255	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Protein of unknown function (DUF3054)
PF11262	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Transcription factor/nuclear export subunit protein 2
PF11264	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Thylakoid formation protein
PF11265	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Mediator complex subunit 25 von Willebrand factor type A
PF11317	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Protein of unknown function (DUF3119)
PF11326	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Protein of unknown function (DUF3128)
PF11331	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Probable zinc-ribbon domain
PF11360	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Protein of unknown function (DUF3110)
PF11411	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	DNA ligase IV
PF11460	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Protein of unknown function (DUF3007)
PF11496	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Class II histone deacetylase complex subunits 2 and 3
PF11523	0	8	0.000e+00	4.090e-04	1.000e+00	1.000e+00	Protein of unknown function (DUF3223)
PF11559	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Afadin- and alpha -actinin-Binding
PF11566	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	PI31 proteasome regulator N-terminal
PF11573	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Mediator complex subunit 23
PF11594	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Mediator complex subunit 28
PF11595	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Protein of unknown function (DUF3245)
PF11597	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Mediator complex subunit 13 N-terminal
PF11623	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	NAD(P)H dehydrogenase subunit S
PF11698	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	V-ATPase subunit H
PF11705	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	DNA-directed RNA polymerase III subunit Rpc31
PF11708	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Pre-mRNA splicing Prp18-interacting factor
PF11712	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Endoplasmic reticulum-based factor for assembly of V-ATPase
PF11717	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	RNA binding activity-knot of a chromodomain
PF11718	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Pre-mRNA 3'-end-processing endonuclease polyadenylation factor C-term
PF11721	0	7	0.000e+00	3.579e-04	1.000e+00	1.000e+00	Malectin domain
PF11722	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	CCCH zinc finger in TRM13 protein
PF11732	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Transcription- and export-related complex subunit
PF11744	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Aluminium activated malate transporter
PF11789	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Zinc-finger of the MIZ type in Nse subunit
PF11793	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	FANCL C-terminal domain
PF11798	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	IMS family HHH motif
PF11805	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Protein of unknown function (DUF3326)
PF11815	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Domain of unknown function (DUF3336)
PF11816	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Domain of unknown function (DUF3337)
PF11817	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Foie gras liver health family 1
PF11831	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	pre-mRNA splicing factor component
PF11834	0	7	0.000e+00	3.579e-04	1.000e+00	1.000e+00	KHA, dimerisation domain of potassium ion channel
PF11835	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	RRM-like domain
PF11852	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Domain of unknown function (DUF3372)
PF11861	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Domain of unknown function (DUF3381)
PF11865	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Domain of unknown function (DUF3385)
PF11883	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Domain of unknown function (DUF3403)
PF11886	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Translocase of chloroplast 159/132, membrane anchor domain
PF11894	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Nuclear pore complex scaffold, nucleoporins 186/192/205
PF11900	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Domain of unknown function (DUF3420)
PF11904	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	GPCR-chaperone
PF11909	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	NADH-quinone oxidoreductase cyanobacterial subunit N
PF11910	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Cyanobacterial and plant NDH-1 subunit O
PF11916	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Vacuolar protein 14 C-terminal Fig4p binding
PF11919	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Domain of unknown function (DUF3437)
PF11923	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	NFACT protein C-terminal domain
PF11931	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Domain of unknown function (DUF3449)
PF11934	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Domain of unknown function (DUF3452)
PF11935	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Domain of unknown function (DUF3453)
PF11938	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	TLR4 regulator and MIR-interacting MSAP
PF11940	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Domain of unknown function (DUF3458) Ig-like fold
PF11942	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Spt5 transcription elongation factor, acidic N-terminal
PF11947	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Photosynthesis affected mutant 68
PF11957	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	THO complex subunit 1 transcription elongation factor
PF11960	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Domain of unknown function (DUF3474)
PF11961	0	5	0.000e+00	2.556e-04	1.000e+00	1.000e+00	Domain of unknown function (DUF3475)
PF11965	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Domain of unknown function (DUF3479)
PF11969	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Scavenger mRNA decapping enzyme C-term binding
PF11987	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Translation-initiation factor 2
PF11998	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Low psii accumulation1 / Rep27
PF12014	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Domain of unknown function (DUF3506)
PF12022	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Domain of unknown function (DUF3510)
PF12031	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	SWI/SNF-like complex subunit BAF250/Osa
PF12036	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Protein of unknown function (DUF3522)
PF12046	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Cofactor assembly of complex C subunit B
PF12047	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Cytosine specific DNA methyltransferase replication foci domain
PF12054	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Domain of unknown function (DUF3535)
PF12066	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	SERRATE/Ars2, N-terminal domain
PF12068	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Rab-binding domain (RBD)
PF12070	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Protein SCAI
PF12076	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	WAX2 C-terminal domain
PF12108	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Splicing factor SF3a60 binding domain
PF12110	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Nuclear protein 96
PF12134	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	PRP8 domain IV core
PF12157	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Protein of unknown function (DUF3591)
PF12159	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Protein of unknown function (DUF3593)
PF12165	0	8	0.000e+00	4.090e-04	1.000e+00	1.000e+00	Alfin
PF12166	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Piezo non-specific cation channel, R-Ras-binding domain
PF12169	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	DNA polymerase III subunits gamma and tau domain III
PF12171	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Zinc-finger double-stranded RNA-binding
PF12174	0	6	0.000e+00	3.068e-04	1.000e+00	1.000e+00	RCD1-SRO-TAF4 (RST) plant domain
PF12202	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Oxidative-stress-responsive kinase 1 C-terminal domain
PF12204	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Domain of unknown function (DUF3598)
PF12215	0	6	0.000e+00	3.068e-04	1.000e+00	1.000e+00	beta-glucosidase 2, glycosyl-hydrolase family 116 N-term
PF12220	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	U1 small nuclear ribonucleoprotein of 70kDa MW N terminal
PF12222	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Peptide N-acetyl-beta-D-glucosaminyl asparaginase amidase A
PF12230	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Pre-mRNA splicing factor PRP21 like protein
PF12248	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Farnesoic acid 0-methyl transferase
PF12263	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Protein of unknown function (DUF3611)
PF12265	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Histone-binding protein RBBP4 or subunit C of CAF1 complex
PF12295	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Symplekin tight junction protein C terminal
PF12313	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	NPR1/NIM1 like defence protein C terminal
PF12315	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Protein DA1
PF12325	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	TATA element modulatory factor 1 TATA binding
PF12327	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	FtsZ family, C-terminal domain
PF12329	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	TATA element modulatory factor 1 DNA binding
PF12330	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Haspin like kinase domain
PF12333	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Rix1 complex component involved in 60S ribosome maturation
PF12338	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Ribulose-1,5-bisphosphate carboxylase small subunit
PF12352	0	6	0.000e+00	3.068e-04	1.000e+00	1.000e+00	Snare region anchored in the vesicle membrane C-terminus
PF12353	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Eukaryotic translation initiation factor 3 subunit G
PF12357	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Phospholipase D C terminal
PF12368	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Rhodanase C-terminal
PF12371	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Transmembrane protein 131-like
PF12394	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Protein FAM135
PF12397	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	U3 small nucleolar RNA-associated protein 10
PF12428	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Protein of unknown function (DUF3675)
PF12430	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Abscisic acid G-protein coupled receptor
PF12436	0	6	0.000e+00	3.068e-04	1.000e+00	1.000e+00	ICP0-binding domain of Ubiquitin-specific protease 7
PF12451	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Vacuolar protein sorting protein 11 C terminal
PF12460	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	RNAPII transcription regulator C-terminal
PF12465	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Proteasome beta subunits C terminal
PF12483	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	E3 Ubiquitin ligase
PF12490	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Breast carcinoma amplified sequence 3
PF12498	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Basic leucine-zipper C terminal
PF12513	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Mitochondrial degradasome RNA helicase subunit C terminal
PF12515	0	5	0.000e+00	2.556e-04	1.000e+00	1.000e+00	Ca2+-ATPase N terminal autoinhibitory domain
PF12527	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Protein of unknown function (DUF3727)
PF12530	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Protein of unknown function (DUF3730)
PF12537	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	The Golgi pH Regulator (GPHR) Family N-terminal
PF12542	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Pre-mRNA splicing factor
PF12546	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Blue/Ultraviolet sensing protein C terminal
PF12552	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Protein of unknown function (DUF3741)
PF12569	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	NMDA receptor-regulated protein 1
PF12572	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Protein of unknown function (DUF3752)
PF12576	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Protein of unknown function (DUF3754)
PF12579	0	5	0.000e+00	2.556e-04	1.000e+00	1.000e+00	Protein of unknown function (DUF3755)
PF12580	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Tripeptidyl peptidase II
PF12584	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Trafficking protein particle complex subunit 10, TRAPPC10
PF12589	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Methyltransferase involved in Williams-Beuren syndrome
PF12590	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Acyl-ATP thioesterase
PF12600	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Protein of unknown function (DUF3769)
PF12612	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Tubulin folding cofactor D C terminal
PF12617	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Iron-Sulfur binding protein C terminal
PF12622	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	mRNA biogenesis factor
PF12624	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	N-terminal region of Chorein or VPS13
PF12627	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Probable RNA and SrmB- binding site of polymerase A
PF12631	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	MnmE helical domain
PF12638	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Staygreen protein
PF12643	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	MazG-like family
PF12646	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Domain of unknown function (DUF3783)
PF12656	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	G-patch domain
PF12657	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Transcription factor IIIC subunit delta N-term
PF12689	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Acid Phosphatase
PF12701	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Scd6-like Sm domain
PF12710	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	haloacid dehalogenase-like hydrolase
PF12717	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	non-SMC mitotic condensation complex subunit 1
PF12726	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	SEN1 N terminal
PF12739	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	ER-Golgi trafficking TRAPP I complex 85 kDa subunit
PF12740	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Chlorophyllase enzyme
PF12745	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Anticodon binding domain of tRNAs
PF12752	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	SUZ domain
PF12755	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Vacuolar 14 Fab1-binding region
PF12756	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	C2H2 type zinc-finger (2 copies)
PF12763	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Cytoskeletal-regulatory complex EF hand
PF12764	0	5	0.000e+00	2.556e-04	1.000e+00	1.000e+00	Glycine-rich region of argonaut
PF12765	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	HEAT repeat associated with sister chromatid cohesion
PF12767	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Transcriptional regulator of RNA polII, SAGA, subunit
PF12783	0	8	0.000e+00	4.090e-04	1.000e+00	1.000e+00	Guanine nucleotide exchange factor in Golgi transport N-terminal
PF12797	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	4Fe-4S binding domain
PF12804	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	MobA-like NTP transferase domain
PF12807	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Translation initiation factor eIF3 subunit 135
PF12812	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	PDZ-like domain
PF12815	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Spt5 C-terminal nonapeptide repeat binding Spt4
PF12816	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Golgi CORVET complex core vacuolar protein 8
PF12824	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Mitochondrial ribosomal protein subunit L20
PF12830	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Sister chromatid cohesion C-terminus
PF12838	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	4Fe-4S dicluster domain
PF12848	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	ABC transporter
PF12850	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Calcineurin-like phosphoesterase superfamily domain
PF12861	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Anaphase-promoting complex subunit 11 RING-H2 finger
PF12862	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Anaphase-promoting complex subunit 5
PF12872	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	OST-HTH/LOTUS domain
PF12874	0	6	0.000e+00	3.068e-04	1.000e+00	1.000e+00	Zinc-finger of C2H2 type
